Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI_14,MACD,Bollinger_upper,Bollinger_middle,Bollinger_lower,VWAP,ATR_14,Stoch_%K,Stoch_%D
2020-12-21,222.0800018310547,222.8333282470703,215.35667419433594,216.6199951171875,216.6199951171875,174135900,203.00633163452147,200.68576986830845,62.732728743259045,15.882809323686587,229.91362855493415,203.00633163452147,176.0990347141088,196.23952418567447,12.272200203039688,70.64826880867152,89.38848755869827
2020-12-22,216.0,216.6266632080078,204.7433319091797,213.44667053222656,213.44667053222656,155148000,204.9811653137207,201.90109374106257,60.62840553544624,14.965866249190384,228.6739653487698,204.9811653137207,181.28836527867162,196.80833427231437,12.244423852738862,57.51593686946764,76.05473522604639
2020-12-23,210.73333740234375,217.1666717529297,207.52333068847656,215.32666015625,215.32666015625,99519000,206.4911651611328,203.17971911393755,61.45336084794336,14.22688305542809,228.73513012420298,206.4911651611328,184.24720019806264,197.19284411758292,12.058632225004166,61.89955885194055,63.354588176693234
2020-12-24,214.3300018310547,222.02999877929688,213.6666717529297,220.58999633789062,220.58999633789062,68596800,207.95399856567383,204.83784075431404,63.74380638406128,13.905645171039481,229.8637647699949,207.95399856567383,186.04423236135275,197.52298171461894,11.794681853672953,74.17222030291526,64.52923867477449
2020-12-28,224.836669921875,227.13333129882812,220.26666259765625,221.22999572753906,221.22999572753906,96835800,209.25283203125,206.39899837081165,64.023738428549,13.546548259413072,231.0766490017196,209.25283203125,187.4290150607804,197.98597566362886,11.44268091420859,75.66452396107479,70.57876770531021
2020-12-29,220.3333282470703,223.3000030517578,218.3333282470703,221.99667358398438,221.99667358398438,68732400,210.8926658630371,207.88449124825667,64.3785518369975,13.171987394015787,231.32745550492092,210.8926658630371,190.4578762211533,198.31425986775218,10.980109049242799,77.45220718125994,75.76298381508333
2020-12-30,224.0,232.1999969482422,222.7866668701172,231.5933380126953,231.5933380126953,128538000,212.7263328552246,210.14247665439368,68.55857157089626,13.493965788441983,233.6741163177163,212.7263328552246,191.77854939273288,199.14396083693939,10.924624357458157,98.60281215769197,83.90651443334224
2020-12-31,233.3300018310547,239.57333374023438,230.3733367919922,235.22332763671875,235.22332763671875,148949700,215.00716552734374,212.53112912890083,69.99293762896902,13.88202249723426,235.31283155432084,215.00716552734374,194.70149950036665,200.1570509109497,10.801436685371302,89.29624466327223,88.45042133407473
2021-01-04,239.82000732421875,248.163330078125,239.06333923339844,243.2566680908203,243.2566680908203,145914600,217.28033218383788,215.45737093479792,72.93554604789244,14.668692120151007,239.4612837565124,217.28033218383788,195.09938061116338,201.3108674444767,10.954191382230942,89.44728037660741,92.44877906585721
2021-01-05,241.22000122070312,246.94667053222656,239.73333740234375,245.0366668701172,245.0366668701172,96735600,219.54816589355468,218.27444673816166,73.554375582615,15.259858341352782,243.2873901145186,219.54816589355468,195.80894167259078,202.07338246017142,10.686987221348932,93.27550985247136,90.67301163078366
2021-01-06,252.8300018310547,258.0,249.6999969482422,251.9933319091797,251.9933319091797,134100000,221.45183258056642,221.48576913540145,75.87597655613013,16.1040688785574,248.89736927346559,221.45183258056642,194.00629588766725,203.25167566379272,10.849583357672781,89.33727461570194,90.68668828159359
2021-01-07,259.2099914550781,272.3299865722656,258.3999938964844,272.0133361816406,272.0133361816406,154496700,224.22116622924804,226.29791837790043,81.03562435231595,18.17900261601025,259.2813619833494,224.22116622924804,189.16097047514668,205.0720622977764,11.527231308059436,99.53148977086752,94.04809141301361
2021-01-08,285.3333435058594,294.8299865722656,279.46331787109375,293.3399963378906,293.3399963378906,225166500,228.8134994506836,232.68287818361378,84.77204156469261,21.298766865897676,273.50165082429146,228.8134994506836,184.12534807707573,208.35122817786214,12.333618385385549,98.34604776928681,95.73827071861876
2021-01-11,283.1333312988281,284.80999755859375,267.8733215332031,270.39666748046875,270.39666748046875,177904800,231.8821662902832,236.27466764045712,69.01783865582696,21.67006855606192,279.0718455141559,231.8821662902832,184.69248706641054,210.12048172863575,13.271693843907116,72.8779815576738,90.25183969927605
2021-01-12,277.0,289.3333435058594,275.7799987792969,283.14666748046875,283.14666748046875,138812100,235.8729995727539,240.73866762522013,72.11878290588439,22.73111610754603,286.1295754757384,235.8729995727539,185.61642366976943,211.70991240120148,13.676335428298795,87.03102125892987,86.0850168619635
2021-01-13,284.2533264160156,286.8233337402344,277.3333435058594,284.8033447265625,284.8033447265625,99937500,239.44933319091797,244.93530353963368,72.50387635007998,23.435533700476384,292.84670866576187,239.44933319091797,186.0519577160741,212.83760293575557,13.377310771589952,88.5156042867462,82.8082023677833
2021-01-14,281.1300048828125,287.6666564941406,279.5833435058594,281.6666564941406,281.6666564941406,93798900,242.97849960327147,248.4335276305391,70.51790966852684,23.470136072972508,297.7233082650981,242.97849960327147,188.23369094144482,213.82004958627414,12.999168072782187,83.78167512326759,86.44276688964788
2021-01-15,284.0,286.6333312988281,273.0333251953125,275.38665771484375,275.38665771484375,116332800,246.36833267211915,251.00049240047287,66.58546127048575,22.72881169212988,300.3184829244174,246.36833267211915,192.4181824198209,214.89099140846295,13.042085074977432,74.58277357062285,82.29335099354556
2021-01-19,279.26666259765625,283.3333435058594,277.6666564941406,281.51666259765625,281.51666259765625,76101000,249.51249923706055,253.90679432401413,68.43577220667473,22.37798743349316,303.9579814901251,249.51249923706055,195.06701698399598,215.64060326229222,12.678127983265876,82.59620189157408,80.3202168618215
2021-01-20,286.2466735839844,286.5,279.09332275390625,283.48333740234375,283.48333740234375,76997700,252.10333251953125,256.72360795052174,69.02832942601978,22.00499106218882,307.821998393637,252.10333251953125,196.3846666454255,216.4042098088285,12.301595787753582,84.2502410815704,80.4764055145891
2021-01-21,285.0,285.239990234375,280.47332763671875,281.663330078125,281.663330078125,61563300,255.35549926757812,259.09881958172207,67.76056830332598,21.31680253958035,309.99256193618186,255.35549926757812,200.7184365989744,216.986260453372,11.763386274175202,79.57285006430756,82.13976434581734
2021-01-22,278.10333251953125,282.6666564941406,276.2066650390625,282.21331787109375,282.21331787109375,60199500,258.7938316345215,261.30020037118607,67.95211472437329,20.57857064307737,311.0520233179764,258.7938316345215,206.53563995106657,217.55021884966902,11.384572358525412,77.37595981966349,80.39968365518048
2021-01-25,285.0,300.1333312988281,279.6066589355469,293.6000061035156,293.6000061035156,123520200,262.70749893188474,264.37637234569365,71.70088311957439,20.67401000603232,313.0470101346749,262.70749893188474,212.3679877290946,218.87585809925932,12.03757950172226,89.18323533855063,82.0440150741739
2021-01-26,297.1266784667969,298.6333312988281,290.5333251953125,294.36334228515625,294.36334228515625,69394800,266.396166229248,267.2322742446901,71.93786386510679,20.574076096842703,314.61735453007316,266.396166229248,218.17497792842286,219.60793867453526,11.756324258993214,88.5591760133051,85.03945705717308
2021-01-27,290.1166687011719,297.1666564941406,286.2200012207031,288.0533447265625,288.0533447265625,82002000,269.7373336791992,269.21523333820176,66.94706842916248,19.757956264776737,314.08188786530195,269.7373336791992,225.39277949309644,220.3834302353938,11.69849076002495,71.05434809633219,82.93225314939598
2021-01-28,273.3333435058594,282.6666564941406,267.0,278.4766540527344,278.4766540527344,79134000,272.5613327026367,270.0972734062525,60.128918087396954,18.129431712798294,311.21337822262944,272.5613327026367,233.909287182644,221.01174056945564,12.36669461477763,34.63779101843673,64.75043837602468
2021-01-29,276.6666564941406,280.8033447265625,260.0333251953125,264.510009765625,264.510009765625,104972400,274.2071662902832,269.5651530595261,51.837310084901944,15.532770690905636,308.2723243335227,274.2071662902832,240.14200824704372,221.62698283922447,12.966932108811372,11.163800221766108,38.951979778845015
2021-02-01,271.42999267578125,280.6666564941406,265.1866760253906,279.9366760253906,279.9366760253906,76174200,276.4428337097168,270.5529171515132,58.624141823630985,14.55195528204331,305.4783236900345,276.4428337097168,247.40734372939914,222.21937996311604,13.194768867361676,49.634283792124336,31.811958344109062
2021-02-02,281.55999755859375,293.5,280.73333740234375,290.92999267578125,290.92999267578125,73038600,278.82649993896484,272.4935910109673,62.66198049157075,14.494635645706069,304.1650763968469,278.82649993896484,253.4879234810828,222.8822531107697,13.221094232165083,77.04903435852593,45.94903945747213
2021-02-03,292.3399963378906,292.6933288574219,284.35333251953125,284.89666748046875,284.89666748046875,55030500,280.8194999694824,273.67483638901507,59.24482270685457,13.803255166947338,300.9484364405837,280.8194999694824,260.69056349838115,223.32976535826913,12.872444382574049,62.00333790716417,62.895552019271484
2021-02-04,285.0,285.5,277.8066711425781,283.3299865722656,283.3299865722656,47438100,282.3863327026367,274.5943745017056,58.35491118854837,12.979295857100851,297.56609356344353,282.3863327026367,267.2065718418299,223.70069857855285,12.502507559348894,58.09640356865351,65.71625861144787
2021-02-05,281.6666564941406,288.25665283203125,279.65667724609375,284.07666015625,284.07666015625,55699800,282.9894989013672,275.4974493259479,58.67352143874475,12.245395192472245,297.4124504700749,282.9894989013672,268.5665473326595,224.13580168744707,12.223755275533794,59.95843217298061,60.019391216266094
